province,model,bodyType,month,isSpringFestival,sales12MonthAgo,sales11MonthAgo,sales10MonthAgo,sales9MonthAgo,sales8MonthAgo,sales7MonthAgo,sales6MonthAgo,sales5MonthAgo,sales4MonthAgo,sales3MonthAgo,sales2MonthAgo,sales1MonthAgo,averageSales2Month,averageSales3Month,firstOrderTrend1,firstOrderTrend2,secondOrderTrend
6,46,1,2,1,121,108,92,90,118,107,99,88,111,193.0,375.0,0.0,188.0,189.0,-375.0,182.0,-557.0
7,46,1,2,1,214,153,209,203,175,145,127,346,326,468.0,664.0,0.0,332.0,377.0,-664.0,196.0,-860.0
8,46,1,2,1,26,12,22,19,12,23,3,3,7,16.0,128.0,0.0,64.0,48.0,-128.0,112.0,-240.0
9,46,1,2,1,19,63,37,30,29,26,25,17,16,30.0,599.0,0.0,300.0,210.0,-599.0,569.0,-1168.0
10,46,1,2,1,14,26,20,6,2,8,5,11,8,15.0,99.0,0.0,50.0,38.0,-99.0,84.0,-183.0
11,46,1,2,1,214,216,188,191,134,129,86,151,201,328.0,770.0,0.0,385.0,366.0,-770.0,442.0,-1212.0
12,46,1,2,1,94,101,91,90,79,82,62,58,77,105.0,275.0,0.0,138.0,127.0,-275.0,170.0,-445.0
13,46,1,2,1,154,150,162,149,131,144,91,180,201,209.0,827.0,0.0,414.0,345.0,-827.0,618.0,-1445.0
14,46,1,2,1,139,100,129,104,87,70,63,93,117,258.0,924.0,0.0,462.0,394.0,-924.0,666.0,-1590.0
15,46,1,2,1,129,152,151,108,106,91,89,167,264,360.0,1039.0,0.0,520.0,466.0,-1039.0,679.0,-1718.0
16,46,1,2,1,120,139,119,158,186,109,65,89,106,178.0,356.0,0.0,178.0,178.0,-356.0,178.0,-534.0
17,46,1,2,1,95,148,114,114,115,100,92,163,156,282.0,450.0,0.0,225.0,244.0,-450.0,168.0,-618.0
18,46,1,2,1,38,44,37,55,51,15,28,29,27,50.0,263.0,0.0,132.0,104.0,-263.0,213.0,-476.0
19,46,1,2,1,59,93,137,105,53,60,48,51,55,71.0,208.0,0.0,104.0,93.0,-208.0,137.0,-345.0
20,46,1,2,1,41,27,16,19,16,22,15,14,6,10.0,121.0,0.0,60.0,44.0,-121.0,111.0,-232.0
21,46,1,2,1,80,67,82,94,70,81,86,60,43,74.0,306.0,0.0,153.0,127.0,-306.0,232.0,-538.0
22,46,1,2,1,46,57,45,34,22,28,31,17,28,51.0,153.0,0.0,76.0,68.0,-153.0,102.0,-255.0
1,47,2,2,1,78,136,169,219,267,195,272,379,301,407.0,587.0,0.0,294.0,331.0,-587.0,180.0,-767.0
2,47,2,2,1,56,68,79,116,111,106,126,142,139,120.0,146.0,0.0,73.0,89.0,-146.0,26.0,-172.0
3,47,2,2,1,44,45,52,72,39,48,70,69,60,55.0,61.0,0.0,30.0,39.0,-61.0,6.0,-67.0
4,47,2,2,1,139,206,162,160,198,159,181,170,152,213.0,226.0,0.0,113.0,146.0,-226.0,13.0,-239.0
5,47,2,2,1,263,243,304,396,459,464,505,768,629,730.0,1067.0,0.0,534.0,599.0,-1067.0,337.0,-1404.0
6,47,2,2,1,338,340,389,526,609,640,679,780,759,659.0,862.0,0.0,431.0,507.0,-862.0,203.0,-1065.0
7,47,2,2,1,383,430,537,623,546,597,690,912,884,749.0,1059.0,0.0,530.0,603.0,-1059.0,310.0,-1369.0
8,47,2,2,1,67,102,111,136,137,121,130,151,145,151.0,211.0,0.0,106.0,121.0,-211.0,60.0,-271.0
9,47,2,2,1,278,638,579,734,773,669,732,1150,1234,1385.0,1784.0,0.0,892.0,1056.0,-1784.0,399.0,-2183.0
10,47,2,2,1,86,105,86,125,135,129,121,150,190,199.0,271.0,0.0,136.0,157.0,-271.0,72.0,-343.0
11,47,2,2,1,991,984,1074,1356,1448,1465,1619,1956,2009,2157.0,2888.0,0.0,1444.0,1682.0,-2888.0,731.0,-3619.0
12,47,2,2,1,157,211,274,326,317,295,445,614,519,502.0,634.0,0.0,317.0,379.0,-634.0,132.0,-766.0
13,47,2,2,1,290,330,342,436,385,393,514,507,523,510.0,731.0,0.0,366.0,414.0,-731.0,221.0,-952.0
14,47,2,2,1,640,650,891,1055,1267,1138,1176,1439,1566,1428.0,2402.0,0.0,1201.0,1277.0,-2402.0,974.0,-3376.0
15,47,2,2,1,501,663,715,913,1088,1232,1489,1624,1714,1730.0,2496.0,0.0,1248.0,1409.0,-2496.0,766.0,-3262.0
16,47,2,2,1,178,211,256,312,333,394,414,526,562,510.0,632.0,0.0,316.0,381.0,-632.0,122.0,-754.0
17,47,2,2,1,170,228,287,352,372,388,447,540,497,509.0,704.0,0.0,352.0,404.0,-704.0,195.0,-899.0
18,47,2,2,1,197,246,246,307,332,263,303,408,504,538.0,626.0,0.0,313.0,388.0,-626.0,88.0,-714.0
19,47,2,2,1,100,120,120,168,137,149,154,182,162,212.0,233.0,0.0,116.0,148.0,-233.0,21.0,-254.0
20,47,2,2,1,140,158,145,189,295,272,251,352,358,391.0,406.0,0.0,203.0,266.0,-406.0,15.0,-421.0
21,47,2,2,1,119,145,167,210,170,185,229,259,243,242.0,340.0,0.0,170.0,194.0,-340.0,98.0,-438.0
22,47,2,2,1,37,53,48,62,47,72,53,77,99,216.0,77.0,0.0,38.0,98.0,-77.0,-139.0,62.0
1,48,2,2,1,19,54,17,10,12,11,6,11,22,53.0,96.0,0.0,48.0,50.0,-96.0,43.0,-139.0
2,48,2,2,1,104,91,53,62,66,54,100,120,234,204.0,321.0,0.0,160.0,175.0,-321.0,117.0,-438.0
3,48,2,2,1,168,258,163,176,174,153,161,172,446,334.0,691.0,0.0,346.0,342.0,-691.0,357.0,-1048.0
4,48,2,2,1,38,30,13,7,12,11,3,21,34,42.0,57.0,0.0,28.0,33.0,-57.0,15.0,-72.0
5,48,2,2,1,336,250,134,145,143,161,174,211,648,454.0,1053.0,0.0,526.0,502.0,-1053.0,599.0,-1652.0
6,48,2,2,1,146,119,59,72,88,63,82,153,349,313.0,501.0,0.0,250.0,271.0,-501.0,188.0,-689.0
7,48,2,2,1,885,746,509,752,650,656,635,554,1575,1169.0,3022.0,0.0,1511.0,1397.0,-3022.0,1853.0,-4875.0
8,48,2,2,1,295,401,285,317,252,283,337,321,1057,768.0,1957.0,0.0,978.0,908.0,-1957.0,1189.0,-3146.0
9,48,2,2,1,229,471,212,177,139,130,131,160,443,430.0,905.0,0.0,452.0,445.0,-905.0,475.0,-1380.0
10,48,2,2,1,110,119,55,137,102,134,127,148,260,278.0,461.0,0.0,230.0,246.0,-461.0,183.0,-644.0
11,48,2,2,1,299,211,106,111,126,119,95,124,351,373.0,715.0,0.0,358.0,363.0,-715.0,342.0,-1057.0
12,48,2,2,1,84,107,42,42,52,41,45,96,201,174.0,319.0,0.0,160.0,164.0,-319.0,145.0,-464.0
13,48,2,2,1,940,941,733,782,635,713,852,807,2258,1482.0,4005.0,0.0,2002.0,1829.0,-4005.0,2523.0,-6528.0
14,48,2,2,1,433,362,211,283,281,280,284,399,1114,743.0,1909.0,0.0,954.0,884.0,-1909.0,1166.0,-3075.0
15,48,2,2,1,197,195,168,241,204,240,223,277,513,546.0,901.0,0.0,450.0,482.0,-901.0,355.0,-1256.0
16,48,2,2,1,58,65,32,39,46,41,44,51,166,179.0,377.0,0.0,188.0,185.0,-377.0,198.0,-575.0
17,48,2,2,1,105,87,42,50,62,55,47,92,309,357.0,544.0,0.0,272.0,300.0,-544.0,187.0,-731.0
18,48,2,2,1,105,130,66,70,71,48,58,86,260,305.0,597.0,0.0,298.0,301.0,-597.0,292.0,-889.0
19,48,2,2,1,317,409,425,215,168,173,244,317,715,776.0,1725.0,0.0,862.0,834.0,-1725.0,949.0,-2674.0
20,48,2,2,1,61,54,25,34,33,27,26,25,81,121.0,159.0,0.0,80.0,93.0,-159.0,38.0,-197.0
21,48,2,2,1,108,136,75,123,125,148,123,127,394,274.0,815.0,0.0,408.0,363.0,-815.0,541.0,-1356.0
22,48,2,2,1,144,192,137,117,137,97,118,219,569,647.0,873.0,0.0,436.0,507.0,-873.0,226.0,-1099.0
1,49,1,2,1,80,151,177,200,272,204,286,381,357,433.0,753.0,0.0,376.0,395.0,-753.0,320.0,-1073.0
2,49,1,2,1,236,185,176,241,235,239,233,242,311,298.0,449.0,0.0,224.0,249.0,-449.0,151.0,-600.0
3,49,1,2,1,94,125,138,233,182,202,244,226,285,221.0,357.0,0.0,178.0,193.0,-357.0,136.0,-493.0
4,49,1,2,1,174,289,242,251,279,287,271,285,203,331.0,547.0,0.0,274.0,293.0,-547.0,216.0,-763.0
5,49,1,2,1,339,285,287,359,363,364,444,612,527,497.0,1008.0,0.0,504.0,502.0,-1008.0,511.0,-1519.0
6,49,1,2,1,344,344,422,524,660,677,843,847,868,889.0,1522.0,0.0,761.0,804.0,-1522.0,633.0,-2155.0
7,49,1,2,1,383,327,543,829,670,841,808,972,862,827.0,1459.0,0.0,730.0,762.0,-1459.0,632.0,-2091.0
8,49,1,2,1,100,117,126,207,172,186,212,232,248,256.0,389.0,0.0,194.0,215.0,-389.0,133.0,-522.0
9,49,1,2,1,186,403,360,460,604,483,479,704,825,938.0,1566.0,0.0,783.0,835.0,-1566.0,628.0,-2194.0
10,49,1,2,1,96,110,81,120,111,123,118,114,164,155.0,290.0,0.0,145.0,148.0,-290.0,135.0,-425.0
11,49,1,2,1,574,593,645,899,941,918,876,1073,1193,1192.0,2267.0,0.0,1134.0,1153.0,-2267.0,1075.0,-3342.0
12,49,1,2,1,180,199,229,302,289,342,439,577,631,653.0,1102.0,0.0,551.0,585.0,-1102.0,449.0,-1551.0
13,49,1,2,1,414,412,600,843,768,843,1013,870,860,978.0,1451.0,0.0,726.0,810.0,-1451.0,473.0,-1924.0
14,49,1,2,1,509,557,792,1003,1139,1208,1046,1173,1225,1246.0,2375.0,0.0,1188.0,1207.0,-2375.0,1129.0,-3504.0
15,49,1,2,1,581,616,676,899,1179,1212,1449,1568,1840,1878.0,3318.0,0.0,1659.0,1732.0,-3318.0,1440.0,-4758.0
16,49,1,2,1,202,210,256,309,467,354,417,541,558,609.0,992.0,0.0,496.0,534.0,-992.0,383.0,-1375.0
17,49,1,2,1,212,209,272,280,287,311,368,495,434,537.0,796.0,0.0,398.0,444.0,-796.0,259.0,-1055.0
18,49,1,2,1,141,184,131,214,223,160,193,287,353,357.0,586.0,0.0,293.0,314.0,-586.0,229.0,-815.0
19,49,1,2,1,80,97,131,161,165,176,170,202,187,199.0,281.0,0.0,140.0,160.0,-281.0,82.0,-363.0
20,49,1,2,1,104,78,93,126,161,148,159,170,178,257.0,543.0,0.0,272.0,267.0,-543.0,286.0,-829.0
21,49,1,2,1,130,154,179,263,204,263,363,295,450,379.0,624.0,0.0,312.0,334.0,-624.0,245.0,-869.0
22,49,1,2,1,52,66,71,97,87,91,116,90,100,154.0,208.0,0.0,104.0,121.0,-208.0,54.0,-262.0
1,50,4,2,1,177,174,163,140,140,130,154,202,176,154.0,255.0,0.0,128.0,136.0,-255.0,101.0,-356.0
2,50,4,2,1,134,207,159,159,199,202,227,215,226,218.0,272.0,0.0,136.0,163.0,-272.0,54.0,-326.0
3,50,4,2,1,29,42,27,40,31,39,40,40,103,45.0,62.0,0.0,31.0,36.0,-62.0,17.0,-79.0
4,50,4,2,1,60,87,42,47,47,40,41,55,59,53.0,96.0,0.0,48.0,50.0,-96.0,43.0,-139.0
5,50,4,2,1,239,321,272,333,406,352,417,499,361,398.0,476.0,0.0,238.0,291.0,-476.0,78.0,-554.0
6,50,4,2,1,266,301,237,309,289,297,345,293,432,310.0,418.0,0.0,209.0,243.0,-418.0,108.0,-526.0
7,50,4,2,1,419,572,464,433,395,383,432,535,703,469.0,860.0,0.0,430.0,443.0,-860.0,391.0,-1251.0
8,50,4,2,1,44,87,60,67,72,87,105,82,107,83.0,142.0,0.0,71.0,75.0,-142.0,59.0,-201.0
9,50,4,2,1,231,477,411,394,418,380,461,499,508,525.0,719.0,0.0,360.0,415.0,-719.0,194.0,-913.0
10,50,4,2,1,92,140,131,131,161,121,124,149,158,183.0,224.0,0.0,112.0,136.0,-224.0,41.0,-265.0
11,50,4,2,1,710,885,641,740,693,656,701,768,937,856.0,1203.0,0.0,602.0,686.0,-1203.0,347.0,-1550.0
12,50,4,2,1,97,173,170,210,195,175,219,261,224,240.0,330.0,0.0,165.0,190.0,-330.0,90.0,-420.0
13,50,4,2,1,375,484,404,455,438,404,455,455,703,481.0,909.0,0.0,454.0,463.0,-909.0,428.0,-1337.0
14,50,4,2,1,334,528,418,445,554,381,446,510,591,459.0,767.0,0.0,384.0,409.0,-767.0,308.0,-1075.0
15,50,4,2,1,386,475,363,466,458,443,473,505,595,543.0,830.0,0.0,415.0,458.0,-830.0,287.0,-1117.0
16,50,4,2,1,123,194,119,150,177,181,200,192,242,232.0,342.0,0.0,171.0,191.0,-342.0,110.0,-452.0
17,50,4,2,1,99,182,167,188,184,200,195,251,207,207.0,304.0,0.0,152.0,170.0,-304.0,97.0,-401.0
18,50,4,2,1,154,266,219,283,228,214,225,227,321,273.0,345.0,0.0,172.0,206.0,-345.0,72.0,-417.0
19,50,4,2,1,36,75,66,76,84,71,67,64,113,104.0,124.0,0.0,62.0,76.0,-124.0,20.0,-144.0
20,50,4,2,1,124,148,136,160,225,137,123,161,136,162.0,203.0,0.0,102.0,122.0,-203.0,41.0,-244.0
21,50,4,2,1,145,188,141,176,186,164,204,187,239,174.0,255.0,0.0,128.0,143.0,-255.0,81.0,-336.0
22,50,4,2,1,47,82,54,34,48,39,38,37,82,78.0,74.0,0.0,37.0,51.0,-74.0,-4.0,-70.0
1,51,2,2,1,131,288,266,225,283,286,352,425,361,419.0,656.0,0.0,328.0,358.0,-656.0,237.0,-893.0
2,51,2,2,1,134,179,192,167,169,217,170,285,214,266.0,282.0,0.0,141.0,183.0,-282.0,16.0,-298.0
3,51,2,2,1,28,59,37,53,61,54,60,50,57,51.0,53.0,0.0,26.0,35.0,-53.0,2.0,-55.0
4,51,2,2,1,61,110,108,70,103,89,94,106,75,102.0,160.0,0.0,80.0,87.0,-160.0,58.0,-218.0
5,51,2,2,1,286,428,433,456,497,476,571,730,570,689.0,958.0,0.0,479.0,549.0,-958.0,269.0,-1227.0
6,51,2,2,1,322,432,425,545,563,499,558,654,651,661.0,929.0,0.0,464.0,530.0,-929.0,268.0,-1197.0
7,51,2,2,1,227,320,381,388,394,345,413,508,427,535.0,673.0,0.0,336.0,403.0,-673.0,138.0,-811.0
8,51,2,2,1,57,53,62,47,59,62,56,65,82,70.0,82.0,0.0,41.0,51.0,-82.0,12.0,-94.0
9,51,2,2,1,444,1072,1007,969,1190,954,1225,1539,1459,1711.0,2187.0,0.0,1094.0,1299.0,-2187.0,476.0,-2663.0
10,51,2,2,1,107,160,131,178,209,223,211,264,238,253.0,331.0,0.0,166.0,195.0,-331.0,78.0,-409.0
11,51,2,2,1,747,1023,870,969,1040,1045,1132,1384,1302,1350.0,1804.0,0.0,902.0,1051.0,-1804.0,454.0,-2258.0
12,51,2,2,1,111,237,235,226,237,243,304,361,365,384.0,505.0,0.0,252.0,296.0,-505.0,121.0,-626.0
13,51,2,2,1,194,265,298,335,339,355,444,469,418,474.0,584.0,0.0,292.0,353.0,-584.0,110.0,-694.0
14,51,2,2,1,249,457,513,513,571,508,547,706,610,638.0,840.0,0.0,420.0,493.0,-840.0,202.0,-1042.0
15,51,2,2,1,503,780,679,725,759,836,1202,1060,1245,1225.0,1568.0,0.0,784.0,931.0,-1568.0,343.0,-1911.0
16,51,2,2,1,158,246,258,251,428,347,390,481,444,482.0,614.0,0.0,307.0,365.0,-614.0,132.0,-746.0
17,51,2,2,1,139,263,238,293,308,308,344,467,351,445.0,571.0,0.0,286.0,339.0,-571.0,126.0,-697.0
18,51,2,2,1,260,395,323,426,506,406,485,547,533,645.0,739.0,0.0,370.0,461.0,-739.0,94.0,-833.0
19,51,2,2,1,52,82,116,125,102,110,143,125,94,134.0,136.0,0.0,68.0,90.0,-136.0,2.0,-138.0
20,51,2,2,1,185,288,287,285,378,280,285,380,307,322.0,522.0,0.0,261.0,281.0,-522.0,200.0,-722.0
21,51,2,2,1,96,124,121,134,165,167,184,227,205,179.0,240.0,0.0,120.0,140.0,-240.0,61.0,-301.0
22,51,2,2,1,52,76,85,53,52,53,68,53,58,78.0,86.0,0.0,43.0,55.0,-86.0,8.0,-94.0
1,52,1,2,1,199,338,303,272,297,230,306,310,217,312.0,338.0,0.0,169.0,217.0,-338.0,26.0,-364.0
2,52,1,2,1,259,353,295,304,293,320,299,296,284,309.0,334.0,0.0,167.0,214.0,-334.0,25.0,-359.0
3,52,1,2,1,129,208,180,191,167,194,197,191,163,181.0,181.0,0.0,90.0,121.0,-181.0,0.0,-181.0
4,52,1,2,1,295,402,398,365,374,341,360,397,323,419.0,494.0,0.0,247.0,304.0,-494.0,75.0,-569.0
5,52,1,2,1,442,540,493,508,553,476,460,610,426,533.0,566.0,0.0,283.0,366.0,-566.0,33.0,-599.0
6,52,1,2,1,198,210,162,176,206,197,185,206,181,197.0,252.0,0.0,126.0,150.0,-252.0,55.0,-307.0
7,52,1,2,1,376,595,546,558,596,483,522,642,489,566.0,640.0,0.0,320.0,402.0,-640.0,74.0,-714.0
8,52,1,2,1,113,141,101,103,104,107,143,141,135,151.0,173.0,0.0,86.0,108.0,-173.0,22.0,-195.0
9,52,1,2,1,521,1068,875,905,1067,825,969,1188,973,1118.0,1350.0,0.0,675.0,823.0,-1350.0,232.0,-1582.0
10,52,1,2,1,145,236,156,189,166,140,172,167,131,153.0,168.0,0.0,84.0,107.0,-168.0,15.0,-183.0
11,52,1,2,1,461,589,458,423,545,436,500,549,440,501.0,550.0,0.0,275.0,350.0,-550.0,49.0,-599.0
12,52,1,2,1,113,164,151,133,139,150,149,170,140,130.0,180.0,0.0,90.0,103.0,-180.0,50.0,-230.0
13,52,1,2,1,431,483,470,474,415,495,501,519,421,480.0,538.0,0.0,269.0,339.0,-538.0,58.0,-596.0
14,52,1,2,1,447,615,567,493,543,423,493,437,366,448.0,485.0,0.0,242.0,311.0,-485.0,37.0,-522.0
15,52,1,2,1,252,401,254,311,325,307,322,340,344,355.0,467.0,0.0,234.0,274.0,-467.0,112.0,-579.0
16,52,1,2,1,197,299,246,238,274,238,273,295,246,247.0,291.0,0.0,146.0,179.0,-291.0,44.0,-335.0
17,52,1,2,1,239,383,321,315,341,325,336,378,286,338.0,357.0,0.0,178.0,232.0,-357.0,19.0,-376.0
18,52,1,2,1,163,217,128,161,123,141,139,151,131,141.0,185.0,0.0,92.0,109.0,-185.0,44.0,-229.0
19,52,1,2,1,117,274,320,298,258,236,274,251,198,202.0,282.0,0.0,141.0,161.0,-282.0,80.0,-362.0
20,52,1,2,1,284,403,314,306,439,296,285,331,263,289.0,445.0,0.0,222.0,245.0,-445.0,156.0,-601.0
21,52,1,2,1,178,272,285,266,201,203,229,236,216,225.0,232.0,0.0,116.0,152.0,-232.0,7.0,-239.0
22,52,1,2,1,206,341,242,239,273,292,251,258,237,262.0,265.0,0.0,132.0,176.0,-265.0,3.0,-268.0
1,53,2,2,1,179,180,191,192,253,247,261,249,228,289.0,414.0,0.0,207.0,234.0,-414.0,125.0,-539.0
2,53,2,2,1,145,117,124,158,128,183,166,200,277,390.0,500.0,0.0,250.0,297.0,-500.0,110.0,-610.0
3,53,2,2,1,123,119,71,119,101,97,110,137,180,181.0,272.0,0.0,136.0,151.0,-272.0,91.0,-363.0
4,53,2,2,1,71,55,60,50,59,51,57,65,85,133.0,215.0,0.0,108.0,116.0,-215.0,82.0,-297.0
5,53,2,2,1,504,400,394,380,436,516,607,641,550,820.0,1207.0,0.0,604.0,676.0,-1207.0,387.0,-1594.0
6,53,2,2,1,528,593,566,477,521,594,770,1036,1137,1281.0,2004.0,0.0,1002.0,1095.0,-2004.0,723.0,-2727.0
7,53,2,2,1,553,503,551,645,651,724,836,994,1041,1155.0,1782.0,0.0,891.0,979.0,-1782.0,627.0,-2409.0
8,53,2,2,1,178,140,164,178,173,195,230,273,274,315.0,537.0,0.0,268.0,284.0,-537.0,222.0,-759.0
9,53,2,2,1,337,855,959,831,614,794,1007,844,769,1092.0,1686.0,0.0,843.0,926.0,-1686.0,594.0,-2280.0
10,53,2,2,1,179,227,188,213,224,204,252,332,309,466.0,660.0,0.0,330.0,375.0,-660.0,194.0,-854.0
11,53,2,2,1,972,777,763,993,802,889,897,976,1122,1300.0,2188.0,0.0,1094.0,1163.0,-2188.0,888.0,-3076.0
12,53,2,2,1,229,229,221,283,227,273,344,417,442,472.0,683.0,0.0,342.0,385.0,-683.0,211.0,-894.0
13,53,2,2,1,551,442,578,697,555,544,666,625,757,859.0,1263.0,0.0,632.0,707.0,-1263.0,404.0,-1667.0
14,53,2,2,1,828,807,1011,1085,1013,1189,1300,1393,1655,1872.0,2832.0,0.0,1416.0,1568.0,-2832.0,960.0,-3792.0
15,53,2,2,1,328,328,361,426,423,467,565,573,676,798.0,1040.0,0.0,520.0,613.0,-1040.0,242.0,-1282.0
16,53,2,2,1,244,256,243,222,247,223,230,310,348,406.0,558.0,0.0,279.0,321.0,-558.0,152.0,-710.0
17,53,2,2,1,322,403,371,448,412,466,511,628,666,904.0,1420.0,0.0,710.0,775.0,-1420.0,516.0,-1936.0
18,53,2,2,1,182,250,215,304,238,233,338,522,511,576.0,655.0,0.0,328.0,410.0,-655.0,79.0,-734.0
19,53,2,2,1,92,144,178,144,111,123,123,146,152,205.0,284.0,0.0,142.0,163.0,-284.0,79.0,-363.0
20,53,2,2,1,231,195,203,189,260,190,212,306,281,420.0,698.0,0.0,349.0,373.0,-698.0,278.0,-976.0
21,53,2,2,1,298,275,310,369,282,381,491,525,649,759.0,1410.0,0.0,705.0,723.0,-1410.0,651.0,-2061.0
22,53,2,2,1,62,72,62,93,71,101,93,80,111,145.0,159.0,0.0,80.0,101.0,-159.0,14.0,-173.0
1,54,1,2,1,31,32,33,18,19,21,31,33,32,30.0,48.0,0.0,24.0,26.0,-48.0,18.0,-66.0
2,54,1,2,1,91,58,50,67,48,56,60,70,109,74.0,74.0,0.0,37.0,49.0,-74.0,0.0,-74.0
3,54,1,2,1,113,110,91,126,86,83,105,142,150,176.0,164.0,0.0,82.0,113.0,-164.0,-12.0,-152.0
4,54,1,2,1,35,29,28,28,17,19,21,32,18,23.0,42.0,0.0,21.0,22.0,-42.0,19.0,-61.0
5,54,1,2,1,155,108,95,80,69,76,114,107,93,88.0,168.0,0.0,84.0,85.0,-168.0,80.0,-248.0
6,54,1,2,1,121,103,101,118,103,101,112,137,149,153.0,204.0,0.0,102.0,119.0,-204.0,51.0,-255.0
7,54,1,2,1,263,300,312,311,242,273,332,372,387,361.0,486.0,0.0,243.0,282.0,-486.0,125.0,-611.0
8,54,1,2,1,66,59,57,51,58,45,92,92,77,100.0,101.0,0.0,50.0,67.0,-101.0,1.0,-102.0
9,54,1,2,1,19,44,38,31,35,30,38,44,35,58.0,48.0,0.0,24.0,35.0,-48.0,-10.0,-38.0
10,54,1,2,1,20,31,15,25,9,23,18,12,17,23.0,19.0,0.0,10.0,14.0,-19.0,-4.0,-15.0
11,54,1,2,1,168,137,94,101,95,97,80,87,93,107.0,128.0,0.0,64.0,78.0,-128.0,21.0,-149.0
12,54,1,2,1,69,58,63,82,66,58,86,106,109,99.0,160.0,0.0,80.0,86.0,-160.0,61.0,-221.0
13,54,1,2,1,182,165,226,205,142,157,221,184,175,195.0,268.0,0.0,134.0,154.0,-268.0,73.0,-341.0
14,54,1,2,1,213,223,212,206,190,239,237,292,323,297.0,454.0,0.0,227.0,250.0,-454.0,157.0,-611.0
15,54,1,2,1,59,54,69,64,57,47,53,54,59,50.0,94.0,0.0,47.0,48.0,-94.0,44.0,-138.0
16,54,1,2,1,105,110,104,89,90,81,127,134,149,148.0,207.0,0.0,104.0,118.0,-207.0,59.0,-266.0
17,54,1,2,1,222,262,247,257,219,243,308,415,419,451.0,688.0,0.0,344.0,380.0,-688.0,237.0,-925.0
18,54,1,2,1,21,20,20,33,19,21,25,14,25,17.0,25.0,0.0,12.0,14.0,-25.0,8.0,-33.0
19,54,1,2,1,50,66,72,45,46,43,59,62,69,76.0,88.0,0.0,44.0,55.0,-88.0,12.0,-100.0
20,54,1,2,1,58,77,65,70,84,67,84,87,77,85.0,121.0,0.0,60.0,69.0,-121.0,36.0,-157.0
21,54,1,2,1,193,190,176,193,161,204,222,237,320,276.0,432.0,0.0,216.0,236.0,-432.0,156.0,-588.0
22,54,1,2,1,70,96,70,62,54,66,59,76,95,139.0,128.0,0.0,64.0,89.0,-128.0,-11.0,-117.0
1,55,1,2,1,71,95,74,75,111,81,104,108,82,91.0,166.0,0.0,83.0,86.0,-166.0,75.0,-241.0
2,55,1,2,1,299,256,259,276,323,373,379,361,567,467.0,688.0,0.0,344.0,385.0,-688.0,221.0,-909.0
3,55,1,2,1,135,211,181,248,260,314,339,378,412,513.0,779.0,0.0,390.0,431.0,-779.0,266.0,-1045.0
4,55,1,2,1,56,121,79,138,89,102,103,129,115,160.0,209.0,0.0,104.0,123.0,-209.0,49.0,-258.0
5,55,1,2,1,681,782,644,814,979,1044,1182,1106,1202,1558.0,2246.0,0.0,1123.0,1268.0,-2246.0,688.0,-2934.0
6,55,1,2,1,194,213,248,307,345,317,346,361,391,456.0,731.0,0.0,366.0,396.0,-731.0,275.0,-1006.0
7,55,1,2,1,282,412,473,536,614,680,774,720,826,848.0,1563.0,0.0,782.0,804.0,-1563.0,715.0,-2278.0
8,55,1,2,1,214,254,346,509,560,656,816,685,1059,1000.0,1703.0,0.0,852.0,901.0,-1703.0,703.0,-2406.0
9,55,1,2,1,259,493,354,430,585,484,578,575,619,790.0,1064.0,0.0,532.0,618.0,-1064.0,274.0,-1338.0
10,55,1,2,1,101,165,105,174,218,194,217,225,224,290.0,377.0,0.0,188.0,222.0,-377.0,87.0,-464.0
11,55,1,2,1,402,409,494,495,557,550,609,567,672,754.0,1164.0,0.0,582.0,639.0,-1164.0,410.0,-1574.0
12,55,1,2,1,110,193,205,216,298,283,295,291,351,389.0,589.0,0.0,294.0,326.0,-589.0,200.0,-789.0
13,55,1,2,1,397,516,929,990,983,1137,1295,1153,1509,1715.0,2807.0,0.0,1404.0,1507.0,-2807.0,1092.0,-3899.0
14,55,1,2,1,330,387,521,645,908,946,966,847,1114,1276.0,2183.0,0.0,1092.0,1153.0,-2183.0,907.0,-3090.0
15,55,1,2,1,195,281,311,304,395,371,467,405,469,528.0,796.0,0.0,398.0,441.0,-796.0,268.0,-1064.0
16,55,1,2,1,105,159,186,195,272,290,243,277,326,353.0,531.0,0.0,266.0,295.0,-531.0,178.0,-709.0
17,55,1,2,1,205,298,333,363,464,424,425,552,559,607.0,995.0,0.0,498.0,534.0,-995.0,388.0,-1383.0
18,55,1,2,1,95,138,114,150,154,163,198,154,199,231.0,359.0,0.0,180.0,197.0,-359.0,128.0,-487.0
19,55,1,2,1,104,181,144,138,167,145,200,198,175,219.0,287.0,0.0,144.0,169.0,-287.0,68.0,-355.0
20,55,1,2,1,420,464,477,481,631,557,639,617,667,807.0,1321.0,0.0,660.0,709.0,-1321.0,514.0,-1835.0
21,55,1,2,1,184,336,402,415,468,687,690,661,909,892.0,1582.0,0.0,791.0,825.0,-1582.0,690.0,-2272.0
22,55,1,2,1,111,111,78,108,134,127,165,146,158,232.0,236.0,0.0,118.0,156.0,-236.0,4.0,-240.0
1,56,1,2,1,95,198,187,218,252,286,379,461,354,390.0,600.0,0.0,300.0,330.0,-600.0,210.0,-810.0
2,56,1,2,1,418,522,444,470,542,766,801,741,996,965.0,1227.0,0.0,614.0,731.0,-1227.0,262.0,-1489.0
